Season No.,Season,Club,Name,Position,Nationatility
2,2019/20,Manchester United,Arnau Puigmal,Midfielder,Spain
2,2019/20,Manchester United,Ethan Galbraith,Midfielder,Northern Ireland
2,2019/20,Manchester United,Dylan Levitt,Midfielder,Wales
2,2019/20,Manchester United,D'Mani Mellor,Forward,England
2,2019/20,Manchester United,Largie Ramazani,Forward,Belgium
2,2019/20,Manchester United,Bruno Fernandes,Midfielder,Portugal
2,2019/20,Manchester United,Nathan Bishop,Goalkeeper,England
2,2019/20,Manchester United,Odion Ighalo,Forward,Nigeria
2,2019/20,Manchester United,Marcos Rojo,Defender,Argentina
2,2019/20,Manchester United,Dean Henderson,Goalkeeper,England
2,2019/20,Newcastle United,Robert Elliot,Goalkeeper,Ireland
2,2019/20,Newcastle United,Martin Dúbravka,Goalkeeper,Slovakia
2,2019/20,Newcastle United,Karl Darlow,Goalkeeper,England
2,2019/20,Newcastle United,Nathan Harker,Goalkeeper,England
2,2019/20,Newcastle United,Freddie Woodman,Goalkeeper,England
2,2019/20,Newcastle United,Ciaran Clark,Defender,Ireland
2,2019/20,Newcastle United,Paul Dummett,Defender,Wales
2,2019/20,Newcastle United,Fabian Schär,Defender,Switzerland
2,2019/20,Newcastle United,Jamaal Lascelles,Defender,England
2,2019/20,Newcastle United,Federico Fernández,Defender,Argentina
2,2019/20,Newcastle United,Javier Manquillo,Defender,Spain
2,2019/20,Newcastle United,Florian Lejeune,Defender,France
2,2019/20,Newcastle United,DeAndre Yedlin,Defender,United States
2,2019/20,Newcastle United,Antonio Barreca,Defender,Italy
2,2019/20,Newcastle United,Lewis Cass,Defender,England
2,2019/20,Newcastle United,Ki Sung-Yueng,Midfielder,South Korea
2,2019/20,Newcastle United,Jonjo Shelvey,Midfielder,England
2,2019/20,Newcastle United,Mohamed Diamé,Midfielder,Senegal
2,2019/20,Newcastle United,Matt Ritchie,Midfielder,Scotland
2,2019/20,Newcastle United,Isaac Hayden,Midfielder,England
2,2019/20,Newcastle United,Kenedy,Midfielder,Brazil
2,2019/20,Newcastle United,Miguel Almirón,Midfielder,Paraguay
2,2019/20,Newcastle United,Christian Atsu,Midfielder,Ghana
2,2019/20,Newcastle United,Sean Longstaff,Midfielder,England
2,2019/20,Newcastle United,Kelland Watts,Midfielder,England
2,2019/20,Newcastle United,Salomón Rondón,Forward,Venezuela
2,2019/20,Newcastle United,Yoshinori Muto,Forward,Japan
2,2019/20,Newcastle United,Ayoze Pérez,Forward,Spain
2,2019/20,Newcastle United,Joselu,Forward,Spain
2,2019/20,Newcastle United,Callum Roberts,Midfielder,England
2,2019/20,Newcastle United,Jack Colback,Midfielder,England
2,2019/20,Newcastle United,Jacob Murphy,Midfielder,England
2,2019/20,Newcastle United,Rolando Aarons,Midfielder,England
2,2019/20,Newcastle United,Achraf Lazaar,Defender,Morocco
2,2019/20,Newcastle United,Jamie Sterry,Defender,England
2,2019/20,Newcastle United,Owen Bailey,Midfielder,England
2,2019/20,Newcastle United,Matthew Longstaff,Midfielder,England
2,2019/20,Newcastle United,Thomas Allan,Forward,England
2,2019/20,Newcastle United,Elias Sorensen,Forward,Denmark
2,2019/20,Newcastle United,Joelinton,Forward,Brazil
2,2019/20,Newcastle United,Jetro Willems,Defender,Netherlands
2,2019/20,Newcastle United,Allan Saint-Maximin,Forward,France
2,2019/20,Newcastle United,Emil Krafth,Defender,Sweden
2,2019/20,Newcastle United,Dwight Gayle,Forward,England
2,2019/20,Newcastle United,Andy Carroll,Forward,England
2,2019/20,Newcastle United,Kelland Watts,Midfielder,England
2,2019/20,Newcastle United,Liam Gibson,Defender,England
2,2019/20,Newcastle United,Nabil Bentaleb,Midfielder,Algeria
2,2019/20,Newcastle United,Valentino Lazaro,Midfielder,Austria
2,2019/20,Newcastle United,Danny Rose,Defender,England
2,2019/20,Newcastle United,Peter Keen,Goalkeeper,England
2,2019/20,Newcastle United,Jack Young,Midfielder,England
2,2019/20,Newcastle United,Henri Saivet,Midfielder,Senegal
2,2019/20,Newcastle United,Daniel Barlaser,Midfielder,England
2,2019/20,Norwich City,Tim Krul,Goalkeeper,Netherlands
2,2019/20,Norwich City,Michael McGovern,Goalkeeper,Northern Ireland
2,2019/20,Norwich City,Aston Oxborough,Goalkeeper,England
2,2019/20,Norwich City,Ivo Pinto,Defender,Portugal
2,2019/20,Norwich City,Christoph Zimmermann,Defender,Germany
2,2019/20,Norwich City,Jamal Lewis,Defender,Northern Ireland
2,2019/20,Norwich City,Timm Klose,Defender,Switzerland
2,2019/20,Norwich City,Felix Passlack,Defender,Germany
2,2019/20,Norwich City,Philip Heise,Defender,Germany
2,2019/20,Norwich City,Grant Hanley,Defender,Scotland
2,2019/20,Norwich City,Max Aarons,Defender,England
2,2019/20,Norwich City,Timi Odusina,Defender,England
2,2019/20,Norwich City,Ben Godfrey,Defender,England
2,2019/20,Norwich City,Mario Vrancic,Midfielder,Bosnia & Herzegovina
2,2019/20,Norwich City,Moritz Leitner,Midfielder,Germany
2,2019/20,Norwich City,Emiliano Buendía,Midfielder,Argentina
2,2019/20,Norwich City,Marco Stiepermann,Midfielder,Germany
2,2019/20,Norwich City,Tom Trybull,Midfielder,Germany
2,2019/20,Norwich City,Kenny McLean,Midfielder,Scotland
2,2019/20,Norwich City,Onel Hernández,Midfielder,Cuba
2,2019/20,Norwich City,Alexander Tettey,Midfielder,Norway
2,2019/20,Norwich City,Louis Thompson,Midfielder,Wales
2,2019/20,Norwich City,Todd Cantwell,Midfielder,England
2,2019/20,Norwich City,Alfie Payne,Midfielder,England
2,2019/20,Norwich City,Jordan Rhodes,Forward,Scotland
2,2019/20,Norwich City,Teemu Pukki,Forward,Finland
2,2019/20,Norwich City,Dennis Srbeny,Forward,Germany
2,2019/20,Norwich City,Marcel Franke,Defender,Germany
2,2019/20,Norwich City,Sean Raggett,Defender,England
2,2019/20,Norwich City,Josip Drmic,Forward,Switzerland
2,2019/20,Norwich City,James Husband,Defender,England
2,2019/20,Norwich City,Ben Marshall,Midfielder,England
2,2019/20,Norwich City,Nélson Oliveira,Forward,Portugal
2,2019/20,Norwich City,Yanic Wildschut,Forward,Netherlands
2,2019/20,Norwich City,Patrick Roberts,Midfielder,England
2,2019/20,Norwich City,Ralf Fährmann,Goalkeeper,Germany
2,2019/20,Norwich City,Sam Byram,Defender,England
2,2019/20,Norwich City,Adam Idah,Forward,Ireland
2,2019/20,Norwich City,Ibrahim Amadou,Midfielder,France
2,2019/20,Norwich City,Louis Thompson,Midfielder,Wales
2,2019/20,Norwich City,Archie Mair,Goalkeeper,Scotland
2,2019/20,Norwich City,Akin Famewo,Defender,England
2,2019/20,Norwich City,Rocky Bushiri,Defender,Belgium
2,2019/20,Norwich City,Ondrej Duda,Midfielder,Slovakia
2,2019/20,Norwich City,Lukas Rupp,Midfielder,Germany
2,2019/20,Norwich City,Josh Martin,Midfielder,England
2,2019/20,Norwich City,Sam McCallum,Defender,England
2,2019/20,Norwich City,Melvin Sitti,Midfielder,France
2,2019/20,Norwich City,Mason Bloomfield,Forward,England
2,2019/20,Norwich City,Jordan Thomas,Defender,England
2,2019/20,Norwich City,Daniel Adshead,Midfielder,England
2,2019/20,Sheffield United,Simon Moore,Goalkeeper,England
2,2019/20,Sheffield United,Jake Eastwood,Goalkeeper,England
2,2019/20,Sheffield United,George Baldock,Defender,England
2,2019/20,Sheffield United,Enda Stevens,Defender,Ireland
2,2019/20,Sheffield United,Jack O'Connell,Defender,England
2,2019/20,Sheffield United,Chris Basham,Defender,England
2,2019/20,Sheffield United,John Lundstram,Midfielder,England
2,2019/20,Sheffield United,John Egan,Defender,Ireland
2,2019/20,Sheffield United,Jake Wright,Defender,England
2,2019/20,Sheffield United,Kieron Freeman,Defender,Wales
2,2019/20,Sheffield United,Richard Stearman,Defender,England
2,2019/20,Sheffield United,Kean Bryan,Defender,England
2,2019/20,Sheffield United,Martin Cranie,Defender,England
2,2019/20,Sheffield United,Rhys Norrington-Davies,Defender,Wales
2,2019/20,Sheffield United,John Fleck,Midfielder,Scotland
2,2019/20,Sheffield United,Kieran Dowell,Midfielder,England
2,2019/20,Sheffield United,Paul Coutts,Midfielder,Scotland
2,2019/20,Sheffield United,Oliver Norwood,Midfielder,Northern Ireland
2,2019/20,Sheffield United,Mark Duffy,Midfielder,England
2,2019/20,Sheffield United,Marvin Johnson,Midfielder,England
2,2019/20,Sheffield United,Billy Sharp,Forward,England
2,2019/20,Sheffield United,Scott Hogan,Forward,Ireland
2,2019/20,Sheffield United,Gary Madine,Forward,England
2,2019/20,Sheffield United,David McGoldrick,Forward,Ireland
2,2019/20,Sheffield United,Conor Washington,Forward,Northern Ireland
2,2019/20,Sheffield United,Ben Heneghan,Defender,England
2,2019/20,Sheffield United,Daniel Lafferty,Defender,Northern Ireland
2,2019/20,Sheffield United,Nathan Thomas,Midfielder,England
2,2019/20,Sheffield United,Ricky Holmes,Midfielder,England
2,2019/20,Sheffield United,Samir Carruthers,Midfielder,Ireland
2,2019/20,Sheffield United,Leon Clarke,Forward,England
2,2019/20,Sheffield United,Tyler Smith,Forward,England
2,2019/20,Sheffield United,Caolan Lavery,Forward,Northern Ireland
2,2019/20,Sheffield United,Ched Evans,Forward,Wales
2,2019/20,Sheffield United,Luke Freeman,Midfielder,England
2,2019/20,Sheffield United,Phil Jagielka,Defender,England
2,2019/20,Sheffield United,Callum Robinson,Forward,Ireland
2,2019/20,Sheffield United,Ravel Morrison,Midfielder,Jamaica
2,2019/20,Sheffield United,Lys Mousset,Forward,France
2,2019/20,Sheffield United,Ben Osborn,Midfielder,England
2,2019/20,Sheffield United,Dean Henderson,Goalkeeper,England
2,2019/20,Sheffield United,Oliver McBurnie,Forward,Scotland
2,2019/20,Sheffield United,Michael Verrips,Goalkeeper,Netherlands
2,2019/20,Sheffield United,Muhamed Besic,Midfielder,Bosnia & Herzegovina
2,2019/20,Sheffield United,Jack Rodwell,Midfielder,England
2,2019/20,Sheffield United,Jack Robinson,Defender,England
2,2019/20,Sheffield United,David Parkhouse,Forward,Northern Ireland
2,2019/20,Sheffield United,Sander Berge,Midfielder,Norway
2,2019/20,Sheffield United,Richairo Zivkovic,Forward,Netherlands
2,2019/20,Sheffield United,Panagiotis Retsos,Defender,Greece
2,2019/20,Sheffield United,Regan Slater,Midfielder,England
2,2019/20,Southampton,Alex McCarthy,Goalkeeper,England
2,2019/20,Southampton,Angus Gunn,Goalkeeper,England
2,2019/20,Southampton,Harry Lewis,Goalkeeper,England
2,2019/20,Southampton,Fraser Forster,Goalkeeper,England
2,2019/20,Southampton,Maya Yoshida,Defender,Japan
2,2019/20,Southampton,Jannik Vestergaard,Defender,Denmark
2,2019/20,Southampton,Jack Stephens,Defender,England
2,2019/20,Southampton,Ryan Bertrand,Defender,England
2,2019/20,Southampton,Matt Targett,Defender,England
2,2019/20,Southampton,Jan Bednarek,Defender,Poland
2,2019/20,Southampton,Yan Valery,Defender,France
2,2019/20,Southampton,Kayne Ramsay,Defender,England
2,2019/20,Southampton,Mohamed Elyounoussi,Midfielder,Norway
2,2019/20,Southampton,Oriol Romeu,Midfielder,Spain
2,2019/20,Southampton,James Ward-Prowse,Midfielder,England
2,2019/20,Southampton,Stuart Armstrong,Midfielder,Scotland
2,2019/20,Southampton,Mario Lemina,Midfielder,Gabon
2,2019/20,Southampton,Nathan Redmond,Midfielder,England
2,2019/20,Southampton,Pierre-Emile Højbjerg,Midfielder,Denmark
2,2019/20,Southampton,Josh Sims,Midfielder,England
2,2019/20,Southampton,Tyreke Johnson,Midfielder,England
2,2019/20,Southampton,Callum Slattery,Midfielder,England
2,2019/20,Southampton,Shane Long,Forward,Ireland
2,2019/20,Southampton,Danny Ings,Forward,England
2,2019/20,Southampton,Charlie Austin,Forward,England
2,2019/20,Southampton,Sam Gallagher,Forward,England
2,2019/20,Southampton,Michael Obafemi,Forward,Ireland
2,2019/20,Southampton,Marcus Barnes,Forward,England
2,2019/20,Southampton,Cédric Soares,Defender,Portugal
2,2019/20,Southampton,Manolo Gabbiadini,Forward,Italy
2,2019/20,Southampton,Steven Davis,Midfielder,Northern Ireland
2,2019/20,Southampton,Sam McQueen,Defender,England
2,2019/20,Southampton,Jake Flannigan,Midfielder,England
2,2019/20,Southampton,Jake Hesketh,Midfielder,England
2,2019/20,Southampton,Moussa Djenepo,Midfielder,Mali
2,2019/20,Southampton,Wesley Hoedt,Defender,Netherlands
2,2019/20,Southampton,Jordy Clasie,Midfielder,Netherlands
2,2019/20,Southampton,Sofiane Boufal,Midfielder,Morocco
2,2019/20,Southampton,Harrison Reed,Midfielder,England
2,2019/20,Southampton,Guido Carrillo,Forward,Argentina
2,2019/20,Southampton,Che Adams,Forward,Scotland
2,2019/20,Southampton,Danny Ings,Forward,England
2,2019/20,Southampton,Jack Bycroft,Goalkeeper,England
2,2019/20,Southampton,Oludare Olufunwa,Defender,England
2,2019/20,Southampton,Thomas O'Connor,Defender,Ireland
2,2019/20,Southampton,Aaron O'Driscoll,Defender,Ireland
2,2019/20,Southampton,Alexandre Jankewitz,Midfielder,Switzerland
2,2019/20,Southampton,Christoph Klarer,Midfielder,Austria
2,2019/20,Southampton,Kornelius Normann Hansen,Midfielder,Norway
2,2019/20,Southampton,Caleb Watts,Midfielder,Australia
2,2019/20,Southampton,Daniel N'Lundulu,Forward,England
2,2019/20,Southampton,William Smallbone,Forward,Ireland
2,2019/20,Southampton,Jake Vokins,Defender,England
2,2019/20,Southampton,William Smallbone,Forward,Ireland
2,2019/20,Southampton,Kevin Danso,Defender,Austria
2,2019/20,Southampton,Kyle Walker-Peters,Defender,England
2,2019/20,Southampton,Michael Stensgaard,Goalkeeper,Denmark
2,2019/20,Southampton,Nathan Tella,Midfielder,England
2,2019/20,Southampton,Will Ferry,Midfielder,Ireland
2,2019/20,Southampton,Jacob Maddox,Midfielder,England
2,2019/20,Southampton,Kyle Walker-Peters,Defender,England
2,2019/20,Tottenham Hotspur,Hugo Lloris,Goalkeeper,France
2,2019/20,Tottenham Hotspur,Paulo Gazzaniga,Goalkeeper,Argentina
2,2019/20,Tottenham Hotspur,Alfie Whiteman,Goalkeeper,England
2,2019/20,Tottenham Hotspur,Kieran Trippier,Defender,England
2,2019/20,Tottenham Hotspur,Danny Rose,Defender,England
2,2019/20,Tottenham Hotspur,Toby Alderweireld,Defender,Belgium
2,2019/20,Tottenham Hotspur,Jan Vertonghen,Defender,Belgium
2,2019/20,Tottenham Hotspur,Davinson Sánchez,Defender,Colombia
2,2019/20,Tottenham Hotspur,Kyle Walker-Peters,Defender,England
2,2019/20,Tottenham Hotspur,Juan Foyth,Defender,Argentina
2,2019/20,Tottenham Hotspur,Serge Aurier,Defender,Cote D’Ivoire
2,2019/20,Tottenham Hotspur,Ben Davies,Defender,Wales
2,2019/20,Tottenham Hotspur,Timothy Eyoma,Defender,England
2,2019/20,Tottenham Hotspur,Harry Winks,Midfielder,England
2,2019/20,Tottenham Hotspur,Erik Lamela,Midfielder,Argentina
2,2019/20,Tottenham Hotspur,Victor Wanyama,Midfielder,Kenya
2,2019/20,Tottenham Hotspur,Eric Dier,Defender,England
2,2019/20,Tottenham Hotspur,Moussa Sissoko,Midfielder,France
2,2019/20,Tottenham Hotspur,Dele Alli,Midfielder,England
2,2019/20,Tottenham Hotspur,Christian Eriksen,Midfielder,Denmark
2,2019/20,Tottenham Hotspur,Lucas Moura,Forward,Brazil
2,2019/20,Tottenham Hotspur,Luke Amos,Midfielder,England
2,2019/20,Tottenham Hotspur,George Marsh,Midfielder,England
2,2019/20,Tottenham Hotspur,Oliver Skipp,Midfielder,England
2,2019/20,Tottenham Hotspur,Son Heung-Min,Forward,South Korea
2,2019/20,Tottenham Hotspur,Vincent Janssen,Forward,Netherlands
2,2019/20,Tottenham Hotspur,Harry Kane,Forward,England
2,2019/20,Tottenham Hotspur,Fernando Llorente,Forward,Spain
2,2019/20,Tottenham Hotspur,Kazaiah Sterling,Forward,England
2,2019/20,Tottenham Hotspur,Georges-Kévin Nkoudou,Midfielder,France
2,2019/20,Tottenham Hotspur,Mousa Dembélé,Midfielder,Belgium
2,2019/20,Tottenham Hotspur,Josh Onomah,Midfielder,England
2,2019/20,Tottenham Hotspur,Tanguy Ndombele,Midfielder,France
2,2019/20,Tottenham Hotspur,Jonathan De Bie,Goalkeeper,Belgium
2,2019/20,Tottenham Hotspur,Brooklyn Lyons-Foster,Defender,England
2,2019/20,Tottenham Hotspur,Anthony Georgiou,Midfielder,Cyprus
2,2019/20,Tottenham Hotspur,Jack Roles,Midfielder,Cyprus
2,2019/20,Tottenham Hotspur,Harvey White,Midfielder,England
2,2019/20,Tottenham Hotspur,Brandon Austin,Goalkeeper,England
2,2019/20,Tottenham Hotspur,Giovani Lo Celso,Midfielder,Argentina
2,2019/20,Tottenham Hotspur,Ryan Sessegnon,Midfielder,England
2,2019/20,Tottenham Hotspur,Japhet Tanganga,Defender,England
2,2019/20,Tottenham Hotspur,Troy Parrott,Forward,Ireland
2,2019/20,Tottenham Hotspur,Michel Vorm,Goalkeeper,Netherlands
2,2019/20,Tottenham Hotspur,Dennis Cirkin,Defender,England
2,2019/20,Tottenham Hotspur,Gedson Fernandes,Midfielder,Portugal
2,2019/20,Tottenham Hotspur,Steven Bergwijn,Forward,Netherlands
2,2019/20,Tottenham Hotspur,Malachi Fagan-Walcott,Defender,England
2,2019/20,Tottenham Hotspur,Cameron Carter-Vickers,Defender,United States
2,2019/20,Tottenham Hotspur,Jack Clarke,Forward,England
2,2019/20,Tottenham Hotspur,Jamie Bowden,Midfielder,Ireland
2,2019/20,Watford,Heurelho Gomes,Goalkeeper,Brazil
2,2019/20,Watford,Ben Foster,Goalkeeper,England
2,2019/20,Watford,Pontus Dahlberg,Goalkeeper,Sweden
2,2019/20,Watford,Daryl Janmaat,Defender,Netherlands
2,2019/20,Watford,Miguel Britos,Defender,Uruguay
2,2019/20,Watford,Sebastian Prödl,Defender,Austria
2,2019/20,Watford,Adrian Mariappa,Defender,Jamaica
2,2019/20,Watford,Adam Masina,Defender,Morocco
2,2019/20,Watford,Craig Cathcart,Defender,Northern Ireland
2,2019/20,Watford,Kiko Femenía,Defender,Spain
2,2019/20,Watford,Marc Navarro,Defender,Spain
2,2019/20,Watford,José Holebas,Defender,Greece
2,2019/20,Watford,Christian Kabasele,Defender,Belgium
2,2019/20,Watford,Tom Cleverley,Midfielder,England
2,2019/20,Watford,Ken Sema,Midfielder,Sweden
2,2019/20,Watford,Nathaniel Chalobah,Midfielder,England
2,2019/20,Watford,Abdoulaye Doucouré,Midfielder,France
2,2019/20,Watford,Will Hughes,Midfielder,England
2,2019/20,Watford,Domingos Quina,Midfielder,Portugal
2,2019/20,Watford,Etienne Capoue,Midfielder,France
2,2019/20,Watford,Roberto Pereyra,Midfielder,Argentina
2,2019/20,Watford,Gerard Deulofeu,Forward,Spain
2,2019/20,Watford,Troy Deeney,Forward,England
2,2019/20,Watford,Isaac Success,Forward,Nigeria
2,2019/20,Watford,Adalberto Peñaranda,Forward,Venezuela
2,2019/20,Watford,Andre Gray,Forward,Jamaica
2,2019/20,Watford,Marvin Zeegelaar,Defender,Netherlands
2,2019/20,Watford,Younes Kaboul,Defender,France
2,2019/20,Watford,Dimitri Foulquier,Defender,Guadeloupe
2,2019/20,Watford,Daniel Bachmann,Goalkeeper,Austria
2,2019/20,Watford,Ben Wilmot,Defender,England
2,2019/20,Watford,Dodi Lukébakio,Midfielder,Belgium
2,2019/20,Watford,Stefano Okaka,Forward,Italy
2,2019/20,Watford,Craig Dawson,Defender,England
2,2019/20,Watford,Kane Crichlow,Midfielder,Bermuda
2,2019/20,Watford,Harry Forster,Midfielder,England
2,2019/20,Watford,Tom Dele-Bashiru,Midfielder,Nigeria
2,2019/20,Watford,Danny Welbeck,Forward,England
2,2019/20,Watford,Ismaïla Sarr,Forward,Senegal
2,2019/20,Watford,Sam Dalby,Forward,England
2,2019/20,Watford,João Pedro,Forward,Brazil
2,2019/20,Watford,Adam Parkes,Goalkeeper,England
2,2019/20,Watford,Mason Barrett,Defender,England
2,2019/20,Watford,Bayli Spencer-Adams,Defender,England
2,2019/20,Watford,Callum Whelan,Midfielder,England
2,2019/20,Watford,Joseph Hungbo,Midfielder,England
2,2019/20,Watford,Ignacio Pussetto,Midfielder,Argentina
2,2019/20,Watford,Kaylen Hinds,Forward,England
2,2019/20,Watford,Henry Wise,Midfielder,England
2,2019/20,Watford,Jayden Bennetts,Midfielder,England
2,2019/20,Watford,Jamal Balogun,Defender,England
2,2019/20,Watford,Andi Janjeva,Defender,
2,2019/20,Watford,Jerome Sinclair,Forward,England
2,2019/20,West Ham United,Lukasz Fabianski,Goalkeeper,Poland
2,2019/20,West Ham United,Adrián,Goalkeeper,Spain
2,2019/20,West Ham United,Winston Reid,Defender,New Zealand
2,2019/20,West Ham United,Aaron Cresswell,Defender,England
2,2019/20,West Ham United,Fabián Balbuena,Defender,Paraguay
2,2019/20,West Ham United,Pablo Zabaleta,Defender,Argentina
2,2019/20,West Ham United,Angelo Ogbonna,Defender,Italy
2,2019/20,West Ham United,Issa Diop,Defender,France
2,2019/20,West Ham United,Ryan Fredericks,Defender,England
2,2019/20,West Ham United,Arthur Masuaku,Defender,DR Congo
2,2019/20,West Ham United,Felipe Anderson,Midfielder,Brazil
2,2019/20,West Ham United,Manuel Lanzini,Midfielder,Argentina
2,2019/20,West Ham United,Robert Snodgrass,Midfielder,Scotland
2,2019/20,West Ham United,Pedro Obiang,Midfielder,Equatorial Guinea
2,2019/20,West Ham United,Carlos Sánchez,Midfielder,Colombia
2,2019/20,West Ham United,Mark Noble,Midfielder,England
2,2019/20,West Ham United,Samir Nasri,Midfielder,France
2,2019/20,West Ham United,Jack Wilshere,Midfielder,England
2,2019/20,West Ham United,Michail Antonio,Forward,Jamaica
2,2019/20,West Ham United,Declan Rice,Midfielder,England
2,2019/20,West Ham United,Grady Diangana,Midfielder,England
2,2019/20,West Ham United,Conor Coventry,Midfielder,Ireland
2,2019/20,West Ham United,Marko Arnautovic,Forward,Austria
2,2019/20,West Ham United,Andy Carroll,Forward,England
2,2019/20,West Ham United,Chicharito,Forward,Mexico
2,2019/20,West Ham United,Andriy Yarmolenko,Forward,Ukraine
2,2019/20,West Ham United,Lucas Pérez,Forward,Spain
2,2019/20,West Ham United,Xande Silva,Forward,Portugal
2,2019/20,West Ham United,Reece Oxford,Defender,England
2,2019/20,West Ham United,Joe Powell,Midfielder,England
2,2019/20,West Ham United,Sead Haksabanovic,Midfielder,Montenegro
2,2019/20,West Ham United,Edimilson Fernandes,Midfielder,Switzerland
2,2019/20,West Ham United,Toni Martínez,Forward,Spain
2,2019/20,West Ham United,Sam Byram,Defender,England
2,2019/20,West Ham United,Pablo Fornals,Midfielder,Spain
2,2019/20,West Ham United,Josh Cullen,Midfielder,Ireland
2,2019/20,West Ham United,Jordan Hugill,Forward,England
2,2019/20,West Ham United,Roberto Jiménez,Goalkeeper,Spain
2,2019/20,West Ham United,David Martin,Goalkeeper,England
2,2019/20,West Ham United,Sébastien Haller,Forward,Cote D’Ivoire
2,2019/20,West Ham United,Gonçalo Cardoso,Defender,Portugal
2,2019/20,West Ham United,Albian Ajeti,Forward,Switzerland
2,2019/20,West Ham United,Ben Johnson,Defender,England
2,2019/20,West Ham United,Nathan Holland,Midfielder,England
2,2019/20,West Ham United,Joseph Anang,Goalkeeper,England
2,2019/20,West Ham United,Jeremy Ngakia,Defender,England
2,2019/20,West Ham United,Bernardo Rosa,Midfielder,Brazil
2,2019/20,West Ham United,Darren Randolph,Goalkeeper,Ireland
2,2019/20,West Ham United,Daniel Kemp,Midfielder,England
2,2019/20,West Ham United,Tomas Soucek,Midfielder,Czech Republic
2,2019/20,West Ham United,Jarrod Bowen,Forward,England
2,2019/20,West Ham United,Alfie Lewis,Midfielder,England
2,2019/20,West Ham United,Nathan Trott,Goalkeeper,England
2,2019/20,Wolverhampton Wanderers,Rui Patrício,Goalkeeper,Portugal
2,2019/20,Wolverhampton Wanderers,John Ruddy,Goalkeeper,England
2,2019/20,Wolverhampton Wanderers,Will Norris,Goalkeeper,England
2,2019/20,Wolverhampton Wanderers,Matt Doherty,Defender,Ireland
2,2019/20,Wolverhampton Wanderers,Ryan Bennett,Defender,England
2,2019/20,Wolverhampton Wanderers,Willy Boly,Defender,Cote D’Ivoire
2,2019/20,Wolverhampton Wanderers,Conor Coady,Defender,England
2,2019/20,Wolverhampton Wanderers,Jonny,Defender,Spain
2,2019/20,Wolverhampton Wanderers,Rúben Vinagre,Defender,Portugal
2,2019/20,Wolverhampton Wanderers,Maximilian Kilman,Defender,England
2,2019/20,Wolverhampton Wanderers,Rúben Neves,Midfielder,Portugal
2,2019/20,Wolverhampton Wanderers,Morgan Gibbs-White,Midfielder,England
2,2019/20,Wolverhampton Wanderers,Diogo Jota,Forward,Portugal
2,2019/20,Wolverhampton Wanderers,Ryan Giles,Midfielder,England
2,2019/20,Wolverhampton Wanderers,Elliot Watt,Midfielder,Scotland
2,2019/20,Wolverhampton Wanderers,Pote,Midfielder,Portugal
2,2019/20,Wolverhampton Wanderers,Romain Saïss,Midfielder,Morocco
2,2019/20,Wolverhampton Wanderers,João Moutinho,Midfielder,Portugal
2,2019/20,Wolverhampton Wanderers,Leander Dendoncker,Midfielder,Belgium
2,2019/20,Wolverhampton Wanderers,Ivan Cavaleiro,Forward,Portugal
2,2019/20,Wolverhampton Wanderers,Raúl Jiménez,Forward,Mexico
2,2019/20,Wolverhampton Wanderers,Hélder Costa,Forward,Angola
2,2019/20,Wolverhampton Wanderers,Adama Traoré,Forward,Spain
2,2019/20,Wolverhampton Wanderers,Niall Ennis,Forward,England
2,2019/20,Wolverhampton Wanderers,Joe Mason,Forward,England
2,2019/20,Wolverhampton Wanderers,Léo Bonatini,Forward,Brazil
2,2019/20,Wolverhampton Wanderers,Jonny,Defender,Spain
2,2019/20,Wolverhampton Wanderers,Danny Batth,Defender,England
2,2019/20,Wolverhampton Wanderers,Benny Ashley-Seal,Forward,England
2,2019/20,Wolverhampton Wanderers,Paul Gladon,Forward,Netherlands
2,2019/20,Wolverhampton Wanderers,Bright Enobakhare,Forward,Nigeria
2,2019/20,Wolverhampton Wanderers,Kortney Hause,Defender,England
2,2019/20,Wolverhampton Wanderers,Benik Afobe,Forward,DR Congo
2,2019/20,Wolverhampton Wanderers,Roderick Miranda,Defender,Portugal
2,2019/20,Wolverhampton Wanderers,Leander Dendoncker,Midfielder,Belgium
2,2019/20,Wolverhampton Wanderers,Rafa Mir,Forward,Spain
2,2019/20,Wolverhampton Wanderers,Raúl Jiménez,Forward,Mexico
2,2019/20,Wolverhampton Wanderers,Dion Sanderson,Defender,England
2,2019/20,Wolverhampton Wanderers,Christian Marques,Defender,Portugal
2,2019/20,Wolverhampton Wanderers,Ed Francis,Defender,England
2,2019/20,Wolverhampton Wanderers,Terry Taylor,Midfielder,Wales
2,2019/20,Wolverhampton Wanderers,Luke Cundle,Midfielder,England
2,2019/20,Wolverhampton Wanderers,Taylor Perry,Midfielder,England
2,2019/20,Wolverhampton Wanderers,Nathaniel Shio Hong Wan,Midfielder,England
2,2019/20,Wolverhampton Wanderers,Theo Corbeanu,Forward,Canada
2,2019/20,Wolverhampton Wanderers,Austin Samuels,Forward,England
2,2019/20,Wolverhampton Wanderers,Jesús Vallejo,Defender,Spain
2,2019/20,Wolverhampton Wanderers,Patrick Cutrone,Forward,Italy
2,2019/20,Wolverhampton Wanderers,Bruno Jordão,Midfielder,Portugal
2,2019/20,Wolverhampton Wanderers,Pedro Neto,Forward,Portugal
2,2019/20,Wolverhampton Wanderers,Renat Dadashov,Forward,Azerbaijan
2,2019/20,Wolverhampton Wanderers,Andreas Söndergaard,Goalkeeper,Denmark
